SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit
3/12/1991,10:10:00,7.6,,,0.5,S ,ISM,M1,PH,,7.8,SU
3/12/1991,10:10:00,7.6,,,1,M ,ISM,M1,PH,,7.8,SU
3/12/1991,10:10:00,7.6,,,2,AP,ISM,M1,PH,,7.8,SU
3/12/1991,10:10:00,7.6,,,3,M ,ISM,M1,PH,,7.8,SU
3/12/1991,10:10:00,7.6,,,4,BP,ISM,M1,PH,,7.8,SU
3/12/1991,10:10:00,7.6,,,5,M ,ISM,M1,PH,,7.8,SU
3/12/1991,10:10:00,7.6,,,6,M ,ISM,M1,PH,,7.8,SU
3/12/1991,10:10:00,7.6,,,6.6,B ,ISM,M1,PH,,7.8,SU
3/26/1991,10:20:00,8,6.5,6.5,0.5,S ,ISM,M1,PH,,7.9,SU
3/26/1991,10:20:00,8,6.5,6.5,1,M ,ISM,M1,PH,,7.9,SU
3/26/1991,10:20:00,8,6.5,6.5,2,AP,ISM,M1,PH,,7.9,SU
3/26/1991,10:20:00,8,6.5,6.5,3,M ,ISM,M1,PH,,7.9,SU
3/26/1991,10:20:00,8,6.5,6.5,4,BP,ISM,M1,PH,,7.9,SU
3/26/1991,10:20:00,8,6.5,6.5,5,M ,ISM,M1,PH,,7.8,SU
3/26/1991,10:20:00,8,6.5,6.5,6,M ,ISM,M1,PH,,7.8,SU
3/26/1991,10:20:00,8,6.5,6.5,7,B ,ISM,M1,PH,,7.8,SU
4/9/1991,8:30:00,7.5,,,0.5,S ,ISM,M1,PH,,8,SU
4/9/1991,8:30:00,7.5,,,1,M ,ISM,M1,PH,,8,SU
4/9/1991,8:30:00,7.5,,,2,AP,ISM,M1,PH,,8,SU
4/9/1991,8:30:00,7.5,,,3,M ,ISM,M1,PH,,8,SU
4/9/1991,8:30:00,7.5,,,4,BP,ISM,M1,PH,,8,SU
4/9/1991,8:30:00,7.5,,,5,M ,ISM,M1,PH,,7.7,SU
4/9/1991,8:30:00,7.5,,,6,M ,ISM,M1,PH,,7.8,SU
4/9/1991,8:30:00,7.5,,,6.5,B ,ISM,M1,PH,,7.8,SU
4/23/1991,9:20:00,7.6,,,0.5,S ,ISM,M1,PH,,8,SU
4/23/1991,9:20:00,7.6,,,1,M ,ISM,M1,PH,,8,SU
4/23/1991,9:20:00,7.6,,,2,AP,ISM,M1,PH,,8,SU
4/23/1991,9:20:00,7.6,,,3,M ,ISM,M1,PH,,7.9,SU
4/23/1991,9:20:00,7.6,,,4,BP,ISM,M1,PH,,7.8,SU
4/23/1991,9:20:00,7.6,,,5,M ,ISM,M1,PH,,7.8,SU
4/23/1991,9:20:00,7.6,,,6,M ,ISM,M1,PH,,7.8,SU
4/23/1991,9:20:00,7.6,,,6.6,B ,ISM,M1,PH,,7.8,SU
5/7/1991,11:30:00,7.6,,,0.5,S ,ISM,M1,PH,,8,SU
5/7/1991,11:30:00,7.6,,,1,M ,ISM,M1,PH,,8,SU
5/7/1991,11:30:00,7.6,,,2,AP,ISM,M1,PH,,8,SU
5/7/1991,11:30:00,7.6,,,3,M ,ISM,M1,PH,,8,SU
5/7/1991,11:30:00,7.6,,,4,BP,ISM,M1,PH,,8,SU
5/7/1991,11:30:00,7.6,,,5,M ,ISM,M1,PH,,8,SU
5/7/1991,11:30:00,7.6,,,6,M ,ISM,M1,PH,,8,SU
5/7/1991,11:30:00,7.6,,,6.6,B ,ISM,M1,PH,,8,SU
5/21/1991,8:30:00,7.7,5,6.7,0.5,S ,ISM,M1,PH,,7.8,SU
5/21/1991,8:30:00,7.7,5,6.7,1,M ,ISM,M1,PH,,7.8,SU
5/21/1991,8:30:00,7.7,5,6.7,2,M ,ISM,M1,PH,,7.8,SU
5/21/1991,8:30:00,7.7,5,6.7,3,M ,ISM,M1,PH,,7.8,SU
5/21/1991,8:30:00,7.7,5,6.7,4,M ,ISM,M1,PH,,7.8,SU
5/21/1991,8:30:00,7.7,5,6.7,5,AP,ISM,M1,PH,,7.9,SU
5/21/1991,8:30:00,7.7,5,6.7,6,M ,ISM,M1,PH,,7.6,SU
5/21/1991,8:30:00,7.7,5,6.7,6.7,B ,ISM,M1,PH,,7.3,SU
5/21/1991,8:30:00,7.7,5,6.7,6.7,BP,ISM,M1,PH,,7.3,SU
6/4/1991,13:40:00,7,5.5,5.5,0.5,S ,ISM,M1,PH,,7.9,SU
6/4/1991,13:40:00,7,5.5,5.5,1,M ,ISM,M1,PH,,7.9,SU
6/4/1991,13:40:00,7,5.5,5.5,2,M ,ISM,M1,PH,,7.9,SU
6/4/1991,13:40:00,7,5.5,5.5,3,M ,ISM,M1,PH,,7.9,SU
6/4/1991,13:40:00,7,5.5,5.5,4,AP,ISM,M1,PH,,7.8,SU
6/4/1991,13:40:00,7,5.5,5.5,5,M ,ISM,M1,PH,,7.8,SU
6/4/1991,13:40:00,7,5.5,5.5,6,B ,ISM,M1,PH,,7.1,SU
6/4/1991,13:40:00,7,5.5,5.5,6,BP,ISM,M1,PH,,7.1,SU
6/18/1991,10:25:00,7.6,5.5,5.5,0.5,S ,ISM,M1,PH,,7.9,SU
6/18/1991,10:25:00,7.6,5.5,5.5,1,M ,ISM,M1,PH,,7.9,SU
6/18/1991,10:25:00,7.6,5.5,5.5,2,M ,ISM,M1,PH,,7.9,SU
6/18/1991,10:25:00,7.6,5.5,5.5,3,M ,ISM,M1,PH,,7.9,SU
6/18/1991,10:25:00,7.6,5.5,5.5,4,AP,ISM,M1,PH,,7.9,SU
6/18/1991,10:25:00,7.6,5.5,5.5,5,M ,ISM,M1,PH,,7.9,SU
6/18/1991,10:25:00,7.6,5.5,5.5,6,M ,ISM,M1,PH,,7.8,SU
6/18/1991,10:25:00,7.6,5.5,5.5,6.6,B ,ISM,M1,PH,,7.6,SU
6/18/1991,10:25:00,7.6,5.5,5.5,6.6,BP,ISM,M1,PH,,7.6,SU
7/9/1991,9:50:00,7.4,,,0.5,S ,ISM,M1,PH,,7.8,SU
7/9/1991,9:50:00,7.4,,,1,M ,ISM,M1,PH,,7.8,SU
7/9/1991,9:50:00,7.4,,,2,AP,ISM,M1,PH,,7.8,SU
7/9/1991,9:50:00,7.4,,,3,M ,ISM,M1,PH,,7.7,SU
7/9/1991,9:50:00,7.4,,,4,BP,ISM,M1,PH,,7.6,SU
7/9/1991,9:50:00,7.4,,,5,M ,ISM,M1,PH,,7.6,SU
7/9/1991,9:50:00,7.4,,,6,M ,ISM,M1,PH,,7.5,SU
7/9/1991,9:50:00,7.4,,,6.4,B ,ISM,M1,PH,,7.5,SU
7/23/1991,11:26:00,7.5,,,0.5,S ,ISM,M1,PH,,7.9,SU
7/23/1991,11:26:00,7.5,,,1,M ,ISM,M1,PH,,7.9,SU
7/23/1991,11:26:00,7.5,,,2,AP,ISM,M1,PH,,7.8,SU
7/23/1991,11:26:00,7.5,,,3,M ,ISM,M1,PH,,7.8,SU
7/23/1991,11:26:00,7.5,,,4,BP,ISM,M1,PH,,7.8,SU
7/23/1991,11:26:00,7.5,,,5,M ,ISM,M1,PH,,7.8,SU
7/23/1991,11:26:00,7.5,,,6,M ,ISM,M1,PH,,7.7,SU
7/23/1991,11:26:00,7.5,,,6.5,B ,ISM,M1,PH,,7.7,SU
8/6/1991,9:20:00,7.5,,,0.5,S ,ISM,M1,PH,,8,SU
8/6/1991,9:20:00,7.5,,,1,M ,ISM,M1,PH,,8,SU
8/6/1991,9:20:00,7.5,,,2,M ,ISM,M1,PH,,8,SU
8/6/1991,9:20:00,7.5,,,3,AP,ISM,M1,PH,,8,SU
8/6/1991,9:20:00,7.5,,,4,M ,ISM,M1,PH,,8,SU
8/6/1991,9:20:00,7.5,,,5,BP,ISM,M1,PH,,8,SU
8/6/1991,9:20:00,7.5,,,6,M ,ISM,M1,PH,,7.9,SU
8/6/1991,9:20:00,7.5,,,6.5,B ,ISM,M1,PH,,7.8,SU
8/20/1991,10:00:00,8.1,,,0.5,S ,ISM,M1,PH,,7.8,SU
8/20/1991,10:00:00,8.1,,,1,M ,ISM,M1,PH,,7.8,SU
8/20/1991,10:00:00,8.1,,,2,M ,ISM,M1,PH,,7.8,SU
8/20/1991,10:00:00,8.1,,,3,AP,ISM,M1,PH,,7.8,SU
8/20/1991,10:00:00,8.1,,,4,M ,ISM,M1,PH,,7.8,SU
8/20/1991,10:00:00,8.1,,,5,BP,ISM,M1,PH,,7.8,SU
8/20/1991,10:00:00,8.1,,,6,M ,ISM,M1,PH,,7.8,SU
8/20/1991,10:00:00,8.1,,,7.1,B ,ISM,M1,PH,,7.8,SU
9/4/1991,8:52:00,8,5.5,5.5,2,M ,ISM,M1,PH,,8,SU
9/4/1991,8:52:00,8,5.5,5.5,3,M ,ISM,M1,PH,,8,SU
9/4/1991,8:52:00,8,5.5,5.5,4,AP,ISM,M1,PH,,8,SU
9/4/1991,8:52:00,8,5.5,5.5,5,M ,ISM,M1,PH,,8,SU
9/4/1991,8:52:00,8,5.5,5.5,6,M ,ISM,M1,PH,,7.7,SU
9/4/1991,8:52:00,8,5.5,5.5,7,B ,ISM,M1,PH,,7.6,SU
9/4/1991,8:52:00,8,5.5,5.5,7,BP,ISM,M1,PH,,7.6,SU
9/4/1991,8:52:00,8,5.5,5.5,0.5,S ,ISM,M1,PH,,8,SU
9/4/1991,8:52:00,8,5.5,5.5,1,M ,ISM,M1,PH,,8,SU
9/17/1991,9:55:00,7.7,,,0.5,S ,ISM,M1,PH,,7.9,SU
9/17/1991,9:55:00,7.7,,,1,M ,ISM,M1,PH,,7.9,SU
9/17/1991,9:55:00,7.7,,,2,M ,ISM,M1,PH,,7.9,SU
9/17/1991,9:55:00,7.7,,,3,AP,ISM,M1,PH,,7.8,SU
9/17/1991,9:55:00,7.7,,,4,M ,ISM,M1,PH,,7.8,SU
9/17/1991,9:55:00,7.7,,,5,BP,ISM,M1,PH,,7.8,SU
9/17/1991,9:55:00,7.7,,,6,M ,ISM,M1,PH,,7.8,SU
9/17/1991,9:55:00,7.7,,,6.7,B ,ISM,M1,PH,,7.8,SU
10/2/1991,8:40:00,7.6,,,0.5,S ,ISM,M1,PH,,8,SU
10/2/1991,8:40:00,7.6,,,1,M ,ISM,M1,PH,,8,SU
10/2/1991,8:40:00,7.6,,,2,M ,ISM,M1,PH,,8,SU
10/2/1991,8:40:00,7.6,,,3,AP,ISM,M1,PH,,8,SU
10/2/1991,8:40:00,7.6,,,4,M ,ISM,M1,PH,,8,SU
10/2/1991,8:40:00,7.6,,,5,BP,ISM,M1,PH,,8,SU
10/2/1991,8:40:00,7.6,,,6,M ,ISM,M1,PH,,8,SU
10/2/1991,8:40:00,7.6,,,6.6,B ,ISM,M1,PH,,8,SU
10/21/1991,9:30:00,7.4,5.5,5.5,0.5,S ,ISM,M1,PH,,8,SU
10/21/1991,9:30:00,7.4,5.5,5.5,1,M ,ISM,M1,PH,,8,SU
10/21/1991,9:30:00,7.4,5.5,5.5,2,M ,ISM,M1,PH,,7.9,SU
10/21/1991,9:30:00,7.4,5.5,5.5,3,M ,ISM,M1,PH,,7.9,SU
10/21/1991,9:30:00,7.4,5.5,5.5,4,AP,ISM,M1,PH,,7.9,SU
10/21/1991,9:30:00,7.4,5.5,5.5,5,M ,ISM,M1,PH,,7.8,SU
10/21/1991,9:30:00,7.4,5.5,5.5,6,M ,ISM,M1,PH,,7.7,SU
10/21/1991,9:30:00,7.4,5.5,5.5,6.4,B ,ISM,M1,PH,,7.7,SU
10/21/1991,9:30:00,7.4,5.5,5.5,6.4,BP,ISM,M1,PH,,7.7,SU
11/5/1991,11:00:00,7.7,,,0.5,S ,ISM,M1,PH,,8,SU
11/5/1991,11:00:00,7.7,,,1,M ,ISM,M1,PH,,8,SU
11/5/1991,11:00:00,7.7,,,2,AP,ISM,M1,PH,,8,SU
11/5/1991,11:00:00,7.7,,,3,M ,ISM,M1,PH,,8,SU
11/5/1991,11:00:00,7.7,,,4,BP,ISM,M1,PH,,8,SU
11/5/1991,11:00:00,7.7,,,5,M ,ISM,M1,PH,,8,SU
11/5/1991,11:00:00,7.7,,,6,M ,ISM,M1,PH,,8,SU
11/5/1991,11:00:00,7.7,,,6.7,B ,ISM,M1,PH,,8,SU
12/5/1991,12:30:00,7.4,,,0.5,S ,ISM,M1,PH,,8,SU
12/5/1991,12:30:00,7.4,,,1,M ,ISM,M1,PH,,8,SU
12/5/1991,12:30:00,7.4,,,2,M ,ISM,M1,PH,,8,SU
12/5/1991,12:30:00,7.4,,,3,AP,ISM,M1,PH,,8,SU
12/5/1991,12:30:00,7.4,,,4,M ,ISM,M1,PH,,8,SU
12/5/1991,12:30:00,7.4,,,5,BP,ISM,M1,PH,,7.9,SU
12/5/1991,12:30:00,7.4,,,6,M ,ISM,M1,PH,,7.9,SU
12/5/1991,12:30:00,7.4,,,6.4,B ,ISM,M1,PH,,7.9,SU
1/7/1992,9:30:00,8,,,0.5,S ,ISM,M1,PH,,8,SU
1/7/1992,9:30:00,8,,,1,M ,ISM,M1,PH,,8,SU
1/7/1992,9:30:00,8,,,2,M ,ISM,M1,PH,,8,SU
1/7/1992,9:30:00,8,,,3,AP,ISM,M1,PH,,8,SU
1/7/1992,9:30:00,8,,,4,M ,ISM,M1,PH,,8,SU
1/7/1992,9:30:00,8,,,5,BP,ISM,M1,PH,,8,SU
1/7/1992,9:30:00,8,,,6,M ,ISM,M1,PH,,8,SU
1/7/1992,9:30:00,8,,,7,B ,ISM,M1,PH,,7.9,SU
2/11/1992,8:35:00,7.5,,,0.5,S ,ISM,M1,PH,,8.2,SU
2/11/1992,8:35:00,7.5,,,1,M ,ISM,M1,PH,,8.2,SU
2/11/1992,8:35:00,7.5,,,2,AP,ISM,M1,PH,,8.2,SU
2/11/1992,8:35:00,7.5,,,3,M ,ISM,M1,PH,,8.2,SU
2/11/1992,8:35:00,7.5,,,4,BP,ISM,M1,PH,,8.2,SU
2/11/1992,8:35:00,7.5,,,5,M ,ISM,M1,PH,,8.2,SU
2/11/1992,8:35:00,7.5,,,6,M ,ISM,M1,PH,,8.2,SU
2/11/1992,8:35:00,7.5,,,6.5,B ,ISM,M1,PH,,8.2,SU
3/12/1992,14:45:00,10,,,0.5,S ,ISM,M1,PH,,8,SU
3/12/1992,14:45:00,10,,,1,M ,ISM,M1,PH,,8,SU
3/12/1992,14:45:00,10,,,2,M ,ISM,M1,PH,,8,SU
3/12/1992,14:45:00,10,,,3,AP,ISM,M1,PH,,8,SU
3/12/1992,14:45:00,10,,,4,M ,ISM,M1,PH,,8,SU
3/12/1992,14:45:00,10,,,5,M ,ISM,M1,PH,,8,SU
3/12/1992,14:45:00,10,,,6,BP,ISM,M1,PH,,8,SU
3/12/1992,14:45:00,10,,,7,M ,ISM,M1,PH,,8,SU
3/12/1992,14:45:00,10,,,8,M ,ISM,M1,PH,,8,SU
3/12/1992,14:45:00,10,,,9,B ,ISM,M1,PH,,8,SU
4/1/1992,11:50:00,7.9,,,0.5,S ,ISM,M1,PH,,8.2,SU
4/1/1992,11:50:00,7.9,,,1,M ,ISM,M1,PH,,8.2,SU
4/1/1992,11:50:00,7.9,,,2,M ,ISM,M1,PH,,8.2,SU
4/1/1992,11:50:00,7.9,,,3,AP,ISM,M1,PH,,8.2,SU
4/1/1992,11:50:00,7.9,,,4,M ,ISM,M1,PH,,8.2,SU
4/1/1992,11:50:00,7.9,,,5,BP,ISM,M1,PH,,8.2,SU
4/1/1992,11:50:00,7.9,,,6,M ,ISM,M1,PH,,8.1,SU
4/1/1992,11:50:00,7.9,,,6.9,B ,ISM,M1,PH,,8.1,SU
4/14/1992,10:30:00,7.8,,,0.5,S ,ISM,M1,PH,,8.4,SU
4/14/1992,10:30:00,7.8,,,1,M ,ISM,M1,PH,,8.4,SU
4/14/1992,10:30:00,7.8,,,2,AP,ISM,M1,PH,,8.4,SU
4/14/1992,10:30:00,7.8,,,3,M ,ISM,M1,PH,,8.4,SU
4/14/1992,10:30:00,7.8,,,4,BP,ISM,M1,PH,,8.4,SU
4/14/1992,10:30:00,7.8,,,5,M ,ISM,M1,PH,,8.3,SU
4/14/1992,10:30:00,7.8,,,6,M ,ISM,M1,PH,,8.3,SU
4/14/1992,10:30:00,7.8,,,6.8,B ,ISM,M1,PH,,8.3,SU
4/28/1992,9:35:00,7.3,,,0.5,S ,ISM,M1,PH,,8.4,SU
4/28/1992,9:35:00,7.3,,,1,M ,ISM,M1,PH,,8.4,SU
4/28/1992,9:35:00,7.3,,,2,M ,ISM,M1,PH,,8.4,SU
4/28/1992,9:35:00,7.3,,,3,AP,ISM,M1,PH,,8.4,SU
4/28/1992,9:35:00,7.3,,,4,M ,ISM,M1,PH,,8.4,SU
4/28/1992,9:35:00,7.3,,,5,BP,ISM,M1,PH,,8.4,SU
4/28/1992,9:35:00,7.3,,,6,M ,ISM,M1,PH,,8.4,SU
4/28/1992,9:35:00,7.3,,,6.3,B ,ISM,M1,PH,,8.4,SU
5/12/1992,9:30:00,7.7,,,0.5,S ,ISM,M1,PH,,8.2,SU
5/12/1992,9:30:00,7.7,,,1,M ,ISM,M1,PH,,8.2,SU
5/12/1992,9:30:00,7.7,,,2,AP,ISM,M1,PH,,8.2,SU
5/12/1992,9:30:00,7.7,,,3,M ,ISM,M1,PH,,8.2,SU
5/12/1992,9:30:00,7.7,,,4,BP,ISM,M1,PH,,8.2,SU
5/12/1992,9:30:00,7.7,,,5,M ,ISM,M1,PH,,8.2,SU
5/12/1992,9:30:00,7.7,,,6,M ,ISM,M1,PH,,8.2,SU
5/12/1992,9:30:00,7.7,,,6.7,B ,ISM,M1,PH,,8.1,SU
5/27/1992,10:45:00,7.9,5.5,6.4,0.5,S ,ISM,M1,PH,,7.6,SU
5/27/1992,10:45:00,7.9,5.5,6.4,1,M ,ISM,M1,PH,,7.8,SU
5/27/1992,10:45:00,7.9,5.5,6.4,2,M ,ISM,M1,PH,,7.8,SU
5/27/1992,10:45:00,7.9,5.5,6.4,3,M ,ISM,M1,PH,,7.8,SU
5/27/1992,10:45:00,7.9,5.5,6.4,4,AP,ISM,M1,PH,,7.8,SU
5/27/1992,10:45:00,7.9,5.5,6.4,5,M ,ISM,M1,PH,,7.8,SU
5/27/1992,10:45:00,7.9,5.5,6.4,6,M ,ISM,M1,PH,,7.6,SU
5/27/1992,10:45:00,7.9,5.5,6.4,6.9,B ,ISM,M1,PH,,7.4,SU
5/27/1992,10:45:00,7.9,5.5,6.4,6.9,BP,ISM,M1,PH,,7.4,SU
6/9/1992,11:40:00,7.7,,,0.5,S ,ISM,M1,PH,,7.7,SU
6/9/1992,11:40:00,7.7,,,1,M ,ISM,M1,PH,,7.7,SU
6/9/1992,11:40:00,7.7,,,2,M ,ISM,M1,PH,,7.7,SU
6/9/1992,11:40:00,7.7,,,3,AP,ISM,M1,PH,,7.6,SU
6/9/1992,11:40:00,7.7,,,4,M ,ISM,M1,PH,,7.6,SU
6/9/1992,11:40:00,7.7,,,5,BP,ISM,M1,PH,,7.6,SU
6/9/1992,11:40:00,7.7,,,6,M ,ISM,M1,PH,,7.5,SU
6/9/1992,11:40:00,7.7,,,6.7,B ,ISM,M1,PH,,7.5,SU
6/23/1992,12:15:00,8.1,6.5,6.5,0.5,S ,ISM,M1,PH,,7.8,SU
6/23/1992,12:15:00,8.1,6.5,6.5,1,M ,ISM,M1,PH,,7.8,SU
6/23/1992,12:15:00,8.1,6.5,6.5,2,M ,ISM,M1,PH,,7.8,SU
6/23/1992,12:15:00,8.1,6.5,6.5,3,AP,ISM,M1,PH,,7.7,SU
6/23/1992,12:15:00,8.1,6.5,6.5,4,M ,ISM,M1,PH,,7.7,SU
6/23/1992,12:15:00,8.1,6.5,6.5,5,BP,ISM,M1,PH,,7.5,SU
6/23/1992,12:15:00,8.1,6.5,6.5,6,M ,ISM,M1,PH,,7.4,SU
6/23/1992,12:15:00,8.1,6.5,6.5,7.1,B ,ISM,M1,PH,,7.2,SU
7/7/1992,9:30:00,7.5,,,0.5,S ,ISM,M1,PH,,7.7,SU
7/7/1992,9:30:00,7.5,,,1,M ,ISM,M1,PH,,7.7,SU
7/7/1992,9:30:00,7.5,,,2,M ,ISM,M1,PH,,7.7,SU
7/7/1992,9:30:00,7.5,,,3,AP,ISM,M1,PH,,7.7,SU
7/7/1992,9:30:00,7.5,,,4,M ,ISM,M1,PH,,7.6,SU
7/7/1992,9:30:00,7.5,,,5,BP,ISM,M1,PH,,7.6,SU
7/7/1992,9:30:00,7.5,,,6,M ,ISM,M1,PH,,7.6,SU
7/7/1992,9:30:00,7.5,,,6.5,B ,ISM,M1,PH,,7.6,SU
7/21/1992,9:24:00,7.7,,,0.5,S ,ISM,M1,PH,,7.7,SU
7/21/1992,9:24:00,7.7,,,1,M ,ISM,M1,PH,,7.7,SU
7/21/1992,9:24:00,7.7,,,2,AP,ISM,M1,PH,,7.7,SU
7/21/1992,9:24:00,7.7,,,3,M ,ISM,M1,PH,,7.8,SU
7/21/1992,9:24:00,7.7,,,4,BP,ISM,M1,PH,,7.7,SU
7/21/1992,9:24:00,7.7,,,5,M ,ISM,M1,PH,,7.7,SU
7/21/1992,9:24:00,7.7,,,6,M ,ISM,M1,PH,,7.7,SU
7/21/1992,9:24:00,7.7,,,6.7,B ,ISM,M1,PH,,7.7,SU
8/11/1992,9:20:00,7.3,,,0.5,S ,ISM,M1,PH,,8.1,SU
8/11/1992,9:20:00,7.3,,,1,M ,ISM,M1,PH,,8.1,SU
8/11/1992,9:20:00,7.3,,,2,M ,ISM,M1,PH,,8,SU
8/11/1992,9:20:00,7.3,,,3,AP,ISM,M1,PH,,8,SU
8/11/1992,9:20:00,7.3,,,4,M ,ISM,M1,PH,,8,SU
8/11/1992,9:20:00,7.3,,,5,BP,ISM,M1,PH,,8,SU
8/11/1992,9:20:00,7.3,,,6,M ,ISM,M1,PH,,8,SU
8/11/1992,9:20:00,7.3,,,6.3,B ,ISM,M1,PH,,8,SU
8/25/1992,9:24:00,7.2,,,0.5,S ,ISM,M1,PH,,8.1,SU
8/25/1992,9:24:00,7.2,,,1,M ,ISM,M1,PH,,8.1,SU
8/25/1992,9:24:00,7.2,,,2,AP,ISM,M1,PH,,8.1,SU
8/25/1992,9:24:00,7.2,,,3,M ,ISM,M1,PH,,8,SU
8/25/1992,9:24:00,7.2,,,4,BP,ISM,M1,PH,,8,SU
8/25/1992,9:24:00,7.2,,,5,M ,ISM,M1,PH,,7.9,SU
8/25/1992,9:24:00,7.2,,,6.2,B ,ISM,M1,PH,,7.8,SU
9/9/1992,10:53:00,7.5,,,0.5,S ,ISM,M1,PH,,8.4,SU
9/9/1992,10:53:00,7.5,,,1,M ,ISM,M1,PH,,8.4,SU
9/9/1992,10:53:00,7.5,,,2,AP,ISM,M1,PH,,8.4,SU
9/9/1992,10:53:00,7.5,,,3,M ,ISM,M1,PH,,8.4,SU
9/9/1992,10:53:00,7.5,,,4,BP,ISM,M1,PH,,8.3,SU
9/9/1992,10:53:00,7.5,,,5,M ,ISM,M1,PH,,8.2,SU
9/9/1992,10:53:00,7.5,,,6,M ,ISM,M1,PH,,8.1,SU
9/9/1992,10:53:00,7.5,,,6.5,B ,ISM,M1,PH,,8,SU
9/22/1992,11:00:00,8,,,0.5,S ,ISM,M1,PH,,8,SU
9/22/1992,11:00:00,8,,,1,M ,ISM,M1,PH,,8,SU
9/22/1992,11:00:00,8,,,2,M ,ISM,M1,PH,,8,SU
9/22/1992,11:00:00,8,,,3,AP,ISM,M1,PH,,7.9,SU
9/22/1992,11:00:00,8,,,4,M ,ISM,M1,PH,,7.8,SU
9/22/1992,11:00:00,8,,,5,BP,ISM,M1,PH,,7.8,SU
9/22/1992,11:00:00,8,,,6,M ,ISM,M1,PH,,7.8,SU
9/22/1992,11:00:00,8,,,7,B ,ISM,M1,PH,,7.8,SU
10/6/1992,9:40:00,7.7,,,0.5,S ,ISM,M1,PH,,8,SU
10/6/1992,9:40:00,7.7,,,1,M ,ISM,M1,PH,,8,SU
10/6/1992,9:40:00,7.7,,,2,AP,ISM,M1,PH,,8,SU
10/6/1992,9:40:00,7.7,,,3,M ,ISM,M1,PH,,8,SU
10/6/1992,9:40:00,7.7,,,4,BP,ISM,M1,PH,,8,SU
10/6/1992,9:40:00,7.7,,,5,M ,ISM,M1,PH,,7.9,SU
10/6/1992,9:40:00,7.7,,,6,M ,ISM,M1,PH,,7.9,SU
10/6/1992,9:40:00,7.7,,,6.7,B ,ISM,M1,PH,,7.8,SU
10/21/1992,10:22:00,8,,,0.5,S ,ISM,M1,PH,,7.9,SU
10/21/1992,10:22:00,8,,,1,M ,ISM,M1,PH,,7.9,SU
10/21/1992,10:22:00,8,,,2,M ,ISM,M1,PH,,7.9,SU
10/21/1992,10:22:00,8,,,3,AP,ISM,M1,PH,,7.8,SU
10/21/1992,10:22:00,8,,,4,M ,ISM,M1,PH,,7.8,SU
10/21/1992,10:22:00,8,,,5,BP,ISM,M1,PH,,7.8,SU
10/21/1992,10:22:00,8,,,6,M ,ISM,M1,PH,,7.8,SU
10/21/1992,10:22:00,8,,,7,B ,ISM,M1,PH,,7.8,SU
11/18/1992,11:30:00,7.5,,,0.5,S ,ISM,M1,PH,,7.9,SU
11/18/1992,11:30:00,7.5,,,1,M ,ISM,M1,PH,,7.9,SU
11/18/1992,11:30:00,7.5,,,2,AP,ISM,M1,PH,,7.9,SU
11/18/1992,11:30:00,7.5,,,3,M ,ISM,M1,PH,,7.9,SU
11/18/1992,11:30:00,7.5,,,4,BP,ISM,M1,PH,,7.9,SU
11/18/1992,11:30:00,7.5,,,5,M ,ISM,M1,PH,,7.9,SU
11/18/1992,11:30:00,7.5,,,6,M ,ISM,M1,PH,,7.9,SU
11/18/1992,11:30:00,7.5,,,6.5,B ,ISM,M1,PH,,7.9,SU
12/8/1992,9:35:00,7.2,,,5,M ,ISM,M1,PH,,7.8,SU
12/8/1992,9:35:00,7.2,,,6.2,B ,ISM,M1,PH,,7.8,SU
12/8/1992,9:35:00,7.2,,,0.5,S ,ISM,M1,PH,,7.8,SU
12/8/1992,9:35:00,7.2,,,1,M ,ISM,M1,PH,,7.8,SU
12/8/1992,9:35:00,7.2,,,2,AP,ISM,M1,PH,,7.8,SU
12/8/1992,9:35:00,7.2,,,3,M ,ISM,M1,PH,,7.8,SU
12/8/1992,9:35:00,7.2,,,4,BP,ISM,M1,PH,,7.8,SU
1/5/1993,9:20:00,7.5,,,0.5,S ,ISM,M1,PH,,7.9,SU
1/5/1993,9:20:00,7.5,,,1,M ,ISM,M1,PH,,8,SU
1/5/1993,9:20:00,7.5,,,2,M ,ISM,M1,PH,,8,SU
1/5/1993,9:20:00,7.5,,,3,AP,ISM,M1,PH,,7.9,SU
1/5/1993,9:20:00,7.5,,,4,M ,ISM,M1,PH,,7.9,SU
1/5/1993,9:20:00,7.5,,,5,BP,ISM,M1,PH,,7.9,SU
1/5/1993,9:20:00,7.5,,,6.5,B ,ISM,M1,PH,,7.9,SU
2/9/1993,9:22:00,7,,,0.5,S ,ISM,M1,PH,,8,SU
2/9/1993,9:22:00,7,,,1,M ,ISM,M1,PH,,8,SU
2/9/1993,9:22:00,7,,,2,AP,ISM,M1,PH,,8,SU
2/9/1993,9:22:00,7,,,3,M ,ISM,M1,PH,,7.9,SU
2/9/1993,9:22:00,7,,,4,BP,ISM,M1,PH,,7.9,SU
2/9/1993,9:22:00,7,,,5,M ,ISM,M1,PH,,7.9,SU
2/9/1993,9:22:00,7,,,6,B ,ISM,M1,PH,,7.9,SU
3/30/1993,11:45:00,7.8,2.5,2.5,0.5,S ,ISM,M1,PH,,8.2,SU
3/30/1993,11:45:00,7.8,2.5,2.5,1,AP,ISM,M1,PH,,8.2,SU
