location_name,year,obs_spat,obs_small,obs_mk,obs_sm_b,obs_mk_b,log_pred_spat,log_pred_small,log_pred_mk,log_pred_sm_b,log_pred_mk_b,spat,small,mk,sp_mil,sm_mil,mk_mil,adult_mil,harvest_sm,harvest_mk,M,A,u,HT_CPUE_b,pred_HT_CPUE_b,HT_CPUE_a,pred_HT_CPUE_a,PD_CPUE_b,pred_PD_CPUE_b,PD_CPUE_a,pred_PD_CPUE_a,Hab,km_Hab,A_upper,A_lower,r_upper,r_lower,N_upper,N_lower,u_upper,u_lower,hab_upper,hab_lower
harris_creek_open,1997,-0.36,5.18,4.47,2.47219,2.26197,0.154492,5.0533,3.76615,2.37054,2.08926,1564.8,51940.1,17383.4,1.5648,51.9401,17.3834,69.3235,176.295,2400.55,0.238368,21.2087,13.8094,-0.466244,-0.0978378,-0.431644,-0.246447,nd,0.476859,nd,0.328249,5536.09,5.53609,43.88665054,10.24848804,11.50411412,0.212839849,112.622329,42.67272682,23.50304967,8.114155962,10.28493291,2.979990164
harris_creek_open,1998,6.68,4.67,4.08,1.79874,1.32424,4.94031,4.45679,4.23006,2.29637,1.67629,177858,27139.4,26228.3,177.858,27.1394,26.2283,53.3676,277.538,3779.15,0.252187,22.2901,14.4087,-0.117817,0.366075,-0.138755,0.210489,nd,0.940771,nd,0.785185,5252.47,5.25247,41.25243684,12.04476573,341.0894368,92.79054242,85.11642286,33.46098054,21.27409608,9.759587996,9.303958921,2.965246009
harris_creek_open,1999,1.62,5.65,4.14,2.45488,1.43421,1.81442,5.83154,4.22775,1.89604,1.81978,7407.58,101814,24827,7.40758,101.814,24.827,126.641,866.441,11798,0.705604,50.619,47.5209,-0.215813,0.363762,-0.20546,-0.280994,nd,0.938458,nd,0.293703,4983.37,4.98337,74.08034045,34.58811708,56.25780129,0.97545107,216.0694751,74.23234711,67.75309802,33.33040975,8.416381624,2.950633816
harris_creek_open,2000,5.23,5.04,4.46,3.46123,3.01407,3.80383,4.8417,4.24905,3.646,1.99677,51383.9,35899.2,24062.1,51.3839,35.8992,24.0621,59.9613,235.872,3211.79,0.414129,33.9084,13.3479,-0.0713617,0.385059,-0.0334214,0.24179,nd,0.959755,nd,0.816486,4728.06,4.72806,57.47500663,20.00515891,125.9801961,20.9547368,100.3375498,35.83266831,20.55841171,8.666544785,7.613629527,2.936034907
harris_creek_open,2001,2.42,5.02,4.22,3.23354,2.45155,2.02579,5.02107,4.21728,2.9505,2.23813,8237.5,40751.6,22115.6,8.2375,40.7516,22.1156,62.8673,339.552,4623.57,0.635403,47.0278,20.9063,0.10827,0.353295,0.126144,0.118758,nd,0.927991,nd,0.693454,4485.83,4.48583,72.42562592,30.53642355,36.71056987,1.848592837,102.9455286,38.39011482,32.3117256,13.52730433,6.887443699,2.92150823
harris_creek_open,2002,0.01,4.56,3.61,3.23009,2.82009,0.0985556,4.2525,3.99712,2.98948,2.42825,1137.54,17927.5,16836.2,1.13754,17.9275,16.8362,34.7637,23.9242,325.767,2.32304,90.2025,1.93492,0.16906,0.133135,nd,0.113596,nd,0.707831,nd,0.688292,4256.02,4.25602,99.48333931,81.78797157,4.829218827,0.267939176,57.21636735,21.12294731,3.175770201,1.178909886,6.230521268,2.907053427
harris_creek_open,2003,1.79,1.77,1.63,3.79322,3.89307,2.44242,1.94861,2.03173,2.97346,3.01867,11247.4,1698.68,2237.92,11.2474,1.69868,2.23792,3.9366,0.73872,10.0589,0.301816,26.0526,0.449475,nd,-1.83226,nd,-1.83676,nd,-1.25756,nd,-1.26207,4037.97,4.03797,66.36502501,10.22637519,462.1755148,0.273718444,7.676164436,2.018753012,1.161265299,0.173987849,5.636255914,2.892670142
harris_creek_open,2004,-0.41,1.81,1.13,1.64592,3.12463,1.41355,3.32716,2.01664,1.81701,2.14567,3814.02,6396.87,2091.46,3.81402,6.39687,2.09146,8.48833,0.18144,2.47061,0.117646,11.0989,0.118128,-1.38629,-1.84735,nd,-1.84853,nd,-1.27266,nd,-1.27384,3831.1,3.8311,28.641313,nd,nd,0,80.35867086,0.896640749,0.333127555,0.041884904,5.09907933,2.878703445
harris_creek_open,2005,2,3.64,2.73,-0.311435,1.70454,2.32566,3.24128,2.68414,0.912468,1.27636,9008.81,5569.69,3868.16,9.00881,5.56969,3.86816,9.43785,1.21824,16.5884,0.109722,10.3917,0.428844,-0.105361,-1.17985,nd,-1.18415,nd,-0.605151,nd,-0.609449,3634.82,3.63482,21.05483418,5.128484446,35.29935603,2.299345969,16.6791594,5.340076614,1.398206279,0.131539274,4.612730588,2.864460428
harris_creek_open,2006,-0.41,3.67,3.17,-0.41,-0.131314,0.0354755,3.61761,3.03567,0.271441,0.636277,865.388,7698.89,5215.89,0.865388,7.69889,5.21589,12.9148,40.2926,548.651,0.113926,10.7676,10.5188,nd,-0.828324,-0.490415,-0.939466,0.0816413,-0.253628,-0.448392,-0.36477,3448.6,3.4486,21.22564639,5.462629056,4.89465954,0.153009498,17.68222681,9.433243566,15.37941898,7.19445209,4.172761305,2.850293581
harris_creek_open,2007,2.79,3.04,3.49,-0.227915,-0.477859,1.53766,3.20748,3.3208,0.196002,0.283149,3687.74,4846.98,6581.41,3.68774,4.84698,6.58141,11.4284,54.5486,742.771,0.32294,27.5983,11.2859,-0.00790551,-0.543195,-0.0027308,-0.662946,-0.0148237,0.031502,-0.291367,-0.0882493,3271.92,3.27192,45.15089877,16.86988679,9.049456684,1.502882185,15.85682489,8.236701826,15.91290135,8.004550448,3.774749414,2.836202473
harris_creek_open,2008,-0.41,3.14,3.67,1.32792,0.758395,0.142027,3.08635,3.18554,0.581651,1.00435,866.574,4074.04,5454.31,0.866574,4.07404,5.45431,9.52835,53.8605,733.4,0.286541,24.9144,13.4462,-0.205207,-0.678446,-0.346574,-0.82285,-0.243693,-0.103749,-0.795945,-0.248154,3104.3,3.1043,44.88619049,13.82958566,4.817642599,0.155860285,13.52635494,6.712423076,19.94164355,9.065991237,3.414694395,2.822186672
harris_creek_open,2009,2.12,2.91,2.84,0.0317794,1.04473,1.31608,2.60201,3.07043,0.489182,0.979954,2659.81,2381.43,4612.19,2.65981,2.38143,4.61219,6.99363,46.4098,631.946,0.190678,17.3601,13.7016,-0.282951,-0.793557,nd,-0.940917,0.0896784,-0.218861,-0.463784,-0.36622,2945.26,2.94526,34.608184,8.708070035,7.01075025,1.009085748,10.51770471,4.650338441,21.57748017,8.6997143,3.088989454,2.808234517
harris_creek_open,2010,1.51,3.19,3.06,0.48904,-0.187187,1.9434,2.73006,2.97351,-0.0871843,0.679712,4725.54,2568.09,3971.66,4.72554,2.56809,3.97166,6.53975,9.234,125.736,0.169579,15.598,3.16583,-0.211994,-0.890485,nd,-0.922655,0.112112,-0.315788,nd,-0.347958,2794.36,2.79436,35.52334855,6.849325539,12.08693021,1.847373168,10.53054414,4.061368558,5.36346481,1.868489193,2.794351337,2.794351337
harris_creek_open,2011,3.95,3.3,2.55,-0.822813,-0.41,3.42464,3.15927,3.03565,-0.246249,0.54867,19720,3742.61,4009.79,19.72,3.74261,4.00979,7.7524,2.15874,29.3949,0.28471,24.7768,0.733078,nd,-0.82834,nd,-0.835698,nd,-0.253643,nd,-0.261001,2651.2,2.6512,51.37081378,11.94926997,50.58447551,7.687877372,12.88443508,4.66449698,1.293472143,0.415451327,2.780564598,2.527842065
harris_creek_open,2012,0.01,4.28,2.5,1.13579,-0.41,0.518121,4.34406,3.08309,0.405829,0.868329,1022.78,11611.3,3989.2,1.02278,11.6113,3.9892,15.6005,6.17442,84.075,0.276267,24.1389,2.10757,nd,-0.780898,nd,-0.802199,0.022084,-0.206201,-1.05671,-0.227502,2515.38,2.51538,57.05924911,10.21288528,6.49313017,0.161112036,31.1738624,7.806994011,3.979316958,1.116311767,2.76684588,2.286750925
harris_creek_open,2013,4.86,4.18,3.99,0.286618,-0.187187,4.89627,3.76896,3.5564,1.50054,0.968317,77329.9,6198.38,6075.79,77.3299,6.19838,6.07579,12.2742,154.633,2105.58,0.285659,24.8481,34.6553,0.343481,-0.307585,nd,-0.733078,0.60358,0.267112,-0.161841,-0.158382,2386.51,2.38651,60.19264604,10.25730553,541.0029442,11.05701116,26.42683576,5.700876871,67.90775132,17.68629748,2.753200354,2.068649544
harris_creek_open,2014,2.51,4.75,4.15,1.85096,0.16027,2.56312,5.71901,3.32854,1.14879,0.945878,7115.93,41336.7,4589.89,7.11593,41.3367,4.58989,45.9266,155.951,2123.53,0.285349,24.8249,46.2655,-0.092276,-0.53545,nd,-1.15657,0.857957,0.0392465,0.429166,-0.581869,2264.24,2.26424,58.87815777,10.46744732,261.2152346,0.193852973,212.9292605,9.905003168,128.9855246,16.5949791,2.739616645,1.871353564
harris_creek_open,2015,3.18,4.79,4.91,1.38638,-0.41,2.72596,5.20871,4.40686,2.82849,0.57904,7945.36,23543.7,12801.8,7.94536,23.5437,12.8018,36.3454,237.297,3231.19,nd,nd,25.2402,0.172308,0.542868,nd,0.251979,0.605142,1.11756,-0.176076,0.826675,2148.24,2.14824,nd,nd,343.4167489,0.183809519,155.1449746,8.515090991,104.9296563,6.071770154,2.726094503,1.692877934
little_choptank_river_closed,1989,4.45602,4.39254,3.23642,2.37959,2.34947,3.84898,4.54855,3.54274,3.03049,2.70549,127247,59799.2,24736.2,127.247,59.7992,24.7362,84.5354,197.127,2684.21,0.794276,54.8092,10.8513,-0.0660449,-0.297227,-0.362021,-0.412092,nd,-5.82018,nd,-5.93505,8336.94,8.33694,73.72929323,40.74447249,345.7599406,46.84033642,206.0419935,34.68543992,26.33898566,4.470454968,21.10099087,3.293925452
little_choptank_river_closed,1990,-1.12468,4.73719,3.19473,2.62274,2.72605,-0.330961,4.86042,3.36922,3.00753,2.61522,1901.39,79778.6,20310.6,1.90139,79.7786,20.3106,100.089,237.083,3228.27,0.733184,51.9623,15.8945,-0.445748,-0.470741,-0.938834,-0.64384,nd,-5.9937,nd,-6.1668,8142.42,8.14242,72.3156226,37.33757477,17.77769748,0.203344178,244.5745083,40.96344157,37.50184703,6.736565235,19.71737053,3.362551296
little_choptank_river_closed,1991,4.91907,4.40537,2.87673,3.26502,2.88536,4.32063,3.70256,3.51203,3.19428,2.36655,194526,24478.3,22881.7,194.526,24.4783,22.8817,47.3601,109.4,1489.66,0.864752,57.8844,6.51026,-0.464453,-0.327938,-0.741108,-0.395257,nd,-5.8509,nd,-5.91821,7952.44,7.95244,75.94961698,44.11633782,528.0889424,71.60928333,111.0210697,20.20398778,15.08302872,2.809959825,18.42447604,3.432606894
little_choptank_river_closed,1992,7.00961,5.15735,2.8648,4.29376,3.1705,4.34166,5.16233,2.96649,2.56369,2.60639,194024,102920,12951.3,194.024,102.92,12.9513,115.871,47.711,649.665,2.17296,88.616,5.01623,-0.557992,-0.873474,-1.08095,-0.924938,nd,-6.39643,nd,-6.4479,7766.89,7.76689,96.22259314,81.61035766,513.7232627,73.3178956,295.3260499,45.46396345,11.67337008,2.155516103,17.21635837,3.504122036
little_choptank_river_closed,1993,3.95497,5.36103,1.59662,4.42369,3.22553,3.21988,5.19217,2.20359,3.89695,2.58199,61719.4,103563,5898.42,61.7194,103.563,5.89842,109.461,0.53664,7.30725,1.47247,77.0642,0.123885,nd,-1.63637,-0.938354,-1.63761,nd,-7.15933,nd,-7.16057,7585.67,7.58567,93.65971736,63.40940447,158.7363613,23.98058923,276.502538,43.33583973,0.289132617,0.053078156,16.08745861,3.577127128
little_choptank_river_closed,1994,3.60322,5.07835,1.77285,4.19263,2.24381,3.59974,4.38844,2.80143,3.9934,2.03387,88133.5,45278.7,10474.2,88.1335,45.2787,10.4742,55.7529,3.94368,53.6998,0.243429,21.6065,0.512686,-0.287682,-1.03854,-0.1451,-1.04368,nd,-6.56149,nd,-6.56663,7408.68,7.40868,46.85839521,9.96232209,236.1683082,32.91553455,120.0658089,25.88749413,1.107106866,0.237399759,15.03258232,3.651653213
little_choptank_river_closed,1995,2.31892,5.27685,3.68157,2.68108,-0.020104,3.18205,4.78318,3.55808,2.96787,1.41453,56687.4,65626.2,21801,56.6874,65.6262,21.801,87.4273,240.602,3276.2,0.676997,49.1859,15.0277,0.0878582,-0.281885,-0.977951,-0.44473,nd,-5.80484,nd,-5.96769,7235.82,7.23582,75.05867838,32.2316918,177.3570125,18.10747291,180.5594344,42.33186025,29.84180271,7.567253486,14.04547107,3.727359224
little_choptank_river_closed,1996,4.33118,5.33503,3.87618,3.23964,1.83453,3.98557,4.50673,3.59867,3.08136,2.27959,123651,48614,22174.4,123.651,48.614,22.1744,70.7884,24.3235,331.205,0.462827,37.0499,1.49364,-0.699666,-0.241295,nd,-0.256344,nd,-5.76425,nd,-5.7793,7066.99,7.06699,62.91849672,21.81679718,226.1197488,67.58761262,136.7370858,36.64730895,2.994718347,0.744896636,13.12449065,3.805015253
little_choptank_river_closed,1997,0.617708,5.11103,4.49009,2.57459,1.8904,1.16176,5.03148,3.76196,2.7511,2.35726,7171.01,80242.3,25498.4,7.17101,80.2423,25.4984,105.741,508.236,6920.47,0.312569,26.8435,27.1409,-0.406702,-0.0780104,-0.732742,-0.394653,nd,-5.60097,nd,-5.91761,6902.11,6.90211,47.47817757,15.17835175,67.17120919,0.765554188,171.5989383,65.15962313,48.53427192,15.17835175,12.26390015,3.884289173
little_choptank_river_closed,1998,5.47632,4.88517,4.30311,2.5545,1.44958,4.3271,4.34603,4.13032,2.71927,1.958,165964,39487.9,35994.7,165.964,39.4879,35.9947,75.4826,449.342,6118.55,0.377732,31.4586,16.9985,-0.312737,0.290356,-0.549933,0.104045,nd,-5.2326,nd,-5.41891,6741.07,6.74107,50.69717484,19.52059742,327.9577277,84.06621154,119.3475709,47.7395407,27.59487828,10.47205401,11.45973973,3.96521469
little_choptank_river_closed,1999,2.56308,4.62123,4.44446,2.23674,2.53171,3.12155,5.28771,3.9966,2.34847,2.42855,48551.2,98895.6,30754.7,48.5512,98.8956,30.7547,129.65,1047.23,14259.8,0.637824,47.1559,46.3664,-0.379328,0.156634,-0.935794,-0.466361,nd,-5.36632,nd,-5.98932,6583.78,6.58378,67.20046627,33.09029993,221.8418457,10.61772443,216.2510497,77.72368211,71.65480298,30.00308429,10.70830919,4.047826215
little_choptank_river_closed,2000,4.94261,4.58262,4.08433,3.31901,3.17049,4.14643,4.74184,3.94675,3.36543,2.29223,132144,55957.1,28576.3,132.144,55.9571,28.5763,84.5335,411.104,5597.86,0.61349,45.8542,19.5891,-0.0130231,0.106781,-0.640983,-0.11124,nd,-5.41618,nd,-5.6342,6430.17,6.43017,65.6613312,32.02222478,291.7813502,59.88851323,140.8506346,50.72911469,32.73975818,11.72062589,10.00615096,4.132158873
little_choptank_river_closed,2001,2.75562,4.87314,4.12778,3.34805,3.24278,2.65703,5.1734,3.79556,3.07632,2.61024,29104,84144.9,23993.5,29.104,84.1449,23.9935,108.138,343.655,4679.43,1.03492,64.4746,19.5029,-0.283543,-0.0444078,-0.698508,-0.261357,nd,-5.56737,nd,-5.78431,6280.14,6.28014,81.2954611,51.13402802,106.4616388,7.962195043,189.3808373,61.7466671,31.81475532,11.95572432,9.35003419,4.218248523
little_choptank_river_closed,2002,1.4991,4.81929,3.30795,4.02707,3.88368,0.420567,4.25456,3.54806,3.64616,2.82154,3036.81,32789,18295.8,3.03681,32.789,18.2958,51.0848,28.367,386.265,2.08158,87.5266,2.11122,-0.224669,-0.291909,-0.472438,-0.313247,nd,-5.81487,nd,-5.8362,6133.61,6.13361,96.8837868,79.07273982,10.31258218,0.89433462,86.67625753,30.10887564,3.530608325,1.262470084,8.736939878,4.30613177
little_choptank_river_closed,2003,2.18597,1.68182,nd,4.08418,3.76848,2.12233,2.18057,2.00089,3.34088,3.10294,16264.1,4024.88,3803.41,16.2641,4.02488,3.80341,7.8283,2.2464,30.5885,0.447606,36.0843,0.804237,nd,-1.83907,nd,-1.84715,nd,-7.36203,nd,-7.37011,5990.5,5.9905,74.88025113,17.38921499,41.09246293,6.437013698,13.89709743,4.409317872,1.670812752,0.387139644,8.164046984,4.395845982
little_choptank_river_closed,2004,-0.645693,3.1064,0.895814,2.55257,2.75764,2.48262,3.07969,1.91207,2.12371,1.99281,22774.6,9660.08,3398.94,22.7746,9.66008,3.39894,13.059,4.20576,57.2684,0.15705,14.5339,1.68489,-0.599848,-1.9279,nd,-1.94489,nd,-7.45086,nd,-7.46785,5850.73,5.85073,30.88992831,6.838101851,59.37686789,8.728423078,24.79643766,6.877808024,2.96978686,0.955854271,7.628719448,4.487429305
little_choptank_river_closed,2005,1.31642,3.66835,2.24964,-0.396769,0.476026,1.2562,3.63211,2.50823,1.13623,0.899254,6524.83,16392.4,6025.64,6.52483,16.3924,6.02564,22.418,2.32128,31.6081,0.0792411,7.61828,0.52456,nd,-1.33173,nd,-1.33699,nd,-6.85469,nd,-6.85995,5714.22,5.71422,14.47684079,4.009193849,29.91214906,1.42336633,33.14593219,15.1633298,0.919256752,0.299311688,7.128494058,4.580920681
little_choptank_river_closed,2006,0.990467,3.10576,3.36341,-0.87083,-0.861057,1.30816,3.3899,3.1653,0.516433,0.180322,6712.42,12566,11352.9,6.71242,12.566,11.3529,23.919,43.6051,593.756,0.187617,17.1068,5.22998,nd,-0.674669,-0.158073,-0.728386,nd,-6.19763,nd,-6.25134,5580.89,5.58089,29.09860358,10.0568117,30.47676899,1.478347221,33.62601422,17.01507984,7.576036593,3.610153116,6.660416366,4.675882898
little_choptank_river_closed,2007,3.73258,2.68633,3.6339,-0.349721,1.11804,3.63027,3.15738,3.31708,0.65453,0.961815,66850.7,9726.65,12905.5,66.8507,9.72665,12.9055,22.6321,25.4467,346.5,0.425932,34.6839,2.6849,0.0606246,-0.522884,-0.908909,-0.5501,nd,-6.04584,nd,-6.07306,5450.68,5.45068,52.85911602,22.75785103,113.7547393,39.26936589,31.74832601,16.13450264,3.886193664,1.855047284,6.223671463,4.773310074
little_choptank_river_closed,2008,1.18813,3.87822,3.73159,1.65198,1.97446,1.5764,4.51973,3.14735,1.0696,1.8385,8372.81,37099.8,10636.8,8.37281,37.0998,10.6368,47.7366,16.823,229.074,0.386791,32.0767,2.1536,-0.653796,-0.692612,-0.941757,-0.714384,nd,-6.21557,nd,-6.23734,5323.5,5.3235,51.65206555,19.92171188,53.56333155,1.308687493,70.69536415,32.2339421,3.215394917,1.442517983,5.815576958,4.872757507
little_choptank_river_closed,2009,3.18533,3.86609,3.5288,2.46851,1.71521,2.97013,3.9089,3.62466,2.25229,1.79385,32954,19671.5,16743.5,32.954,19.6715,16.7435,36.4151,9.18528,125.073,0.522162,40.6764,0.746993,0,-0.215309,0.157515,-0.222807,nd,-5.73827,nd,-5.74576,5199.29,5.19929,62.06549423,26.65855697,77.10011106,14.08886432,52.08098964,25.46232733,1.098483054,0.507941084,5.434241759,4.974276834
little_choptank_river_closed,2010,3.64643,4.03235,3.68998,2.58553,2.35592,3.70878,4.11241,3.49322,2.14295,2.37048,67367,23548.8,14338.8,67.367,23.5488,14.3388,37.8876,2.39442,32.604,0.674359,49.0517,0.227384,0.0549544,-0.346745,nd,-0.349022,nd,-5.8697,nd,-5.87198,5077.98,5.07798,76.17323742,31.58651175,140.9583873,32.2018763,57.95460316,24.76769047,0.350151341,0.147656033,5.077911221,5.077911221
little_choptank_river_closed,2011,3.86016,4.68773,3.31976,3.01369,2.59111,3.80741,4.68667,3.3301,2.41255,2.52588,72614.9,40842.3,11896.4,72.6149,40.8423,11.8964,52.7387,0,0,0.179876,16.4626,0,nd,-0.509868,nd,-0.509868,nd,-6.03283,nd,-6.03283,4959.5,4.9595,32.84337946,8.251460261,174.0190404,30.30536383,86.16292666,32.27716454,0,0,5.183704733,4.744945755
little_choptank_river_closed,2012,-0.768937,4.88177,3.82251,2.05916,0.476043,1.71861,5.0449,4.0148,2.11207,1.79628,8782.5,57073.8,23042.3,8.7825,57.0738,23.0423,80.116,0,0,0.370987,30.9947,0,nd,0.174837,nd,0.174837,nd,-5.34812,nd,-5.34812,4843.79,4.84379,40.0564691,23.98072028,14.25666791,5.410084549,119.9410054,53.51703423,0,0,5.291702353,4.433813283
little_choptank_river_closed,2013,4.47162,4.2071,4.70058,2.65173,2.29485,3.09423,4.37822,4.33594,2.80315,2.48032,33946.3,28618.5,31027.1,33.9463,28.6185,31.0271,59.6455,0,0,0.290398,25.2034,0,nd,0.495974,nd,0.495974,nd,-5.02698,nd,-5.02698,4730.77,4.73077,43.45431629,14.61765706,90.85135605,12.69571736,80.64687047,44.11147709,0,0,5.401950003,4.143082185
little_choptank_river_closed,2014,2.94773,4.50328,4.92652,2.32439,2.73638,2.10994,4.45035,4.37241,2.33589,2.6905,12389.9,30041.3,31428.7,12.3899,30.0413,31.4287,61.47,0,0,0.275642,24.0915,0,nd,0.532444,nd,0.532444,nd,-4.99051,nd,-4.99051,4620.39,4.62039,43.7963371,13.25255264,47.83342778,3.209017197,91.55684168,41.26604472,0,0,5.514505587,3.871406973
little_choptank_river_closed,2015,1.02478,3.65583,4.66563,1.79308,2.44957,2.67064,4.07696,4.43309,2.18301,2.73206,21199.3,20198,32615.6,21.1993,20.198,32.6156,52.8136,0,0,nd,nd,0,nd,0.593123,nd,0.593123,nd,-4.92983,nd,-4.92983,4512.59,4.51259,nd,nd,38.20493597,11.76259664,82.20367425,33.93340746,0,0,5.629383874,3.617560849
little_choptank_river_open,1989,0.157182,4.03807,4.13075,2.57518,2.88989,2.84234,4.53275,3.73002,2.09235,2.09276,32594.8,43535.7,27582.3,32.5948,43.5357,27.5823,71.118,992.112,13509.3,0.0923949,8.82549,48.978,-0.0660449,-0.158416,-0.362021,-0.83133,nd,-5.4188,nd,-6.09171,6222.79,6.22279,17.91162935,4.34875756,60.54123608,17.55194414,91.8172327,55.08073401,76.90340747,31.19289005,10.96578532,3.531137299
little_choptank_river_open,1990,-0.232038,4.04887,4.18859,2.18173,-0.744459,0.139443,4.375,3.88973,1.53982,1.31289,2129.72,36254.6,31551.4,2.12972,36.2546,31.5514,67.806,1023.62,13938.3,0.106677,10.1184,44.1766,-0.445748,0.00129326,-0.938834,-0.581684,nd,-5.25909,nd,-5.84207,6067.54,6.06754,20.04120063,5.108726654,20.29033615,0.2235198,90.48824927,50.81441123,64.3103245,30.34646954,10.4082629,3.53742832
little_choptank_river_open,1991,3.57095,3.78008,3.77155,1.06829,1.21008,3.86303,3.66852,3.90103,1.36562,1.25503,85997,17441,31113.7,85.997,17.441,31.1137,48.5547,722.184,9833.74,0.457721,36.7276,31.6058,-0.464453,0.0125878,-0.741108,-0.367295,nd,-5.2478,nd,-5.62768,5916.17,5.91617,56.85079396,23.72929085,174.7234994,42.3210552,69.67489038,33.8371733,48.66451822,20.52800776,9.878098167,3.543376195
little_choptank_river_open,1992,4.56223,4.29591,3.35725,2.98132,3.08687,3.12882,4.70987,3.41018,1.80518,2.5167,40239.1,48177.9,18569.7,40.2391,48.1779,18.5697,66.7476,359.208,4891.22,1.20569,70.0516,26.3398,-0.557992,-0.478264,-1.08095,-0.783971,nd,-5.73865,nd,-6.04435,5768.57,5.76857,87.19004713,56.2817421,87.65991462,18.48620394,113.1031235,39.38952823,42.99699313,16.13531238,9.374938389,3.54933407
little_choptank_river_open,1993,0.540729,4.45145,2.90076,4.51803,4.01479,0.565434,4.17046,2.91254,3.38162,2.92114,3022.81,27391.5,11008.1,3.02281,27.3915,11.0081,38.3996,20.136,274.185,0.32397,27.6728,2.49076,nd,-0.9759,-0.938354,-1.00112,nd,-6.23628,nd,-6.26151,5624.65,5.62465,78.8880837,9.707610699,19.37812245,0.471490993,63.86043506,23.08769981,4.449315152,1.394296777,8.8982978,3.555657511
little_choptank_river_open,1994,-0.744459,3.55115,2.54082,3.66387,3.15017,-0.470678,3.3488,3.39092,2.94075,2.59026,1045.83,11743.6,17318,1.04583,11.7436,17.318,29.0615,22.776,310.133,0.135889,12.706,1.79082,-0.287682,-0.497521,-0.1451,-0.515591,nd,-5.7579,nd,-5.77597,5484.32,5.48432,30.86337439,5.230831154,6.997302524,0.156322315,42.38268898,19.92668922,2.771393289,1.157184831,8.445046023,3.561636036
little_choptank_river_open,1995,-0.744459,2.73667,3.49684,1.95669,2.1847,-0.280507,2.67085,3.54935,2.24346,2.27703,1233.33,5812.92,19784.8,1.23333,5.81292,19.7848,25.5977,70.392,958.504,0.131451,12.3177,4.84465,0.0878582,-0.339087,-0.977951,-0.388746,nd,-5.59947,nd,-5.64913,5347.5,5.3475,28.15965236,5.388409113,8.599505667,0.17689211,36.84352902,17.78437033,7.205972427,3.257077061,8.014881491,3.567624614
little_choptank_river_open,1996,1.87692,2.48357,3.56745,1.55331,2.05937,1.18269,2.10465,3.53084,1.51589,2.10616,5194.76,3217.54,18937.4,5.19476,3.21754,18.9374,22.1549,227.472,3097.41,0.123188,11.5902,16.3561,-0.699666,-0.357597,nd,-0.536198,nd,-5.61798,nd,-5.79658,5214.08,5.21408,25.76894761,5.213076528,14.75238436,1.82921099,31.93938859,15.36911537,24.26148676,11.02593457,7.60738891,3.573980641
little_choptank_river_open,1997,-0.744459,1.97851,3.79523,0.380306,2.13519,0.249239,2.33433,3.34151,0.684245,1.84837,1991.59,3947.34,15279.9,1.99159,3.94734,15.2799,19.2273,66.936,911.445,0.0924557,8.83104,5.96499,-0.406702,-0.546931,-0.732742,-0.608434,nd,-5.80731,nd,-5.86882,5084,5.084,20.02517408,3.894441134,16.11812993,0.246090659,28.72477526,12.86924041,9.412609118,3.779872149,7.219892041,3.579989975
little_choptank_river_open,1998,3.35432,2.41677,3.11075,-0.0836242,1.34079,3.44422,2.02306,3.33533,0.126675,1.61705,47401.2,2819.33,14807,47.4012,2.81933,14.807,17.6263,79.944,1088.57,0.0888071,8.4978,7.35175,-0.312737,-0.553107,-0.549933,-0.629468,nd,-5.81349,nd,-5.88985,4957.16,4.95716,20.01836668,3.607049719,70.62080017,31.79041156,26.56992667,11.69334644,11.60353956,4.658205024,6.852133064,3.586009413
little_choptank_river_open,1999,-0.744459,4.22944,2.875,0.0598313,0.588775,-0.601246,4.2241,3.28744,-0.38187,1.45365,808.897,24835.6,13762.4,0.808897,24.8356,13.7624,38.598,40.32,549.024,0.126247,11.8603,3.98931,-0.379328,-0.601002,-0.935794,-0.641712,nd,-5.86139,nd,-5.9021,4833.49,4.83349,23.08100964,6.094155432,4.817546247,0.135826726,53.44643835,27.87471485,6.438593953,2.47151219,6.503756935,3.592398194
little_choptank_river_open,2000,1.3874,3.90236,4.13493,1.23922,1.37734,0.328674,3.49742,3.79057,1.15176,1.56046,1998.85,11708.7,22193.7,1.99885,11.7087,22.1937,33.9024,33.432,455.232,0.289559,25.1406,2.05118,-0.0130231,-0.0978684,-0.640983,-0.118594,nd,-5.35825,nd,-5.37898,4712.9,4.7129,46.90246281,13.47545909,7.666534753,0.521119822,47.18801779,24.35799178,2.967886805,1.417493521,6.172475667,3.598438495
little_choptank_river_open,2001,1.20812,1.68584,4.18416,1.24251,2.73559,1.72946,2.76973,3.73603,1.45907,2.4952,7909.72,5514.5,20491.4,7.90972,5.5145,20.4914,26.0059,115.008,1566.03,0.266189,23.3706,7.64236,-0.283543,-0.152405,-0.698508,-0.231907,nd,-5.41279,nd,-5.49229,4595.32,4.59532,50.67994073,10.77695638,20.68284724,3.024617753,36.93279833,18.31096389,11.2062335,5.21151284,5.858068841,3.604488953
little_choptank_river_open,2002,-0.107518,2.96279,3.34369,1.36293,2.94071,0.877778,2.89074,3.54461,1.11134,2.61343,3290.85,6068.56,16499.3,3.29085,6.06856,16.4993,22.5678,54.096,736.607,0.589225,44.5243,4.46448,-0.224669,-0.343828,-0.472438,-0.3895,nd,-5.60421,nd,-5.64988,4480.67,4.48067,68.89820917,28.77279107,16.19762653,0.668596006,32.36960936,15.7333081,6.821437222,2.922005472,5.560232923,3.610910657
